id;number_of_check_ins
2020_8_31_9;117.7
2020_8_31_10;103
2020_8_31_11;121.5
2020_8_31_12;150.5
2020_8_31_13;148.60000000000002
2020_8_31_14;162.5
2020_8_31_15;183.6
2020_8_31_16;193.8
2020_8_31_17;183.6
2020_8_31_18;117.7
2020_8_31_19;70.2
2020_8_31_20;54.7
2020_8_31_21;47.3
2020_8_31_22;37.3
2020_8_31_23;22.1
2020_9_1_0;7.4
2020_9_1_1;0.9
2020_9_1_2;0.3
2020_9_1_3;0.4
2020_9_1_4;1.1
2020_9_1_5;12.6
2020_9_1_6;65.10000000000001
2020_9_1_7;190.6
2020_9_1_8;217.3
2020_9_1_9;137.6
2020_9_1_10;115.3
2020_9_1_11;135.3
2020_9_1_12;170.8
2020_9_1_13;162.70000000000002
2020_9_1_14;180.3
2020_9_1_15;198.7
2020_9_1_16;206.1
2020_9_1_17;205
2020_9_1_18;127
2020_9_1_19;72.2
2020_9_1_20;56.6
2020_9_1_21;51.3
2020_9_1_22;42
2020_9_1_23;25
2020_9_2_0;8.8
2020_9_2_1;1
2020_9_2_2;0.3
2020_9_2_3;0.4
2020_9_2_4;1.2
2020_9_2_5;12.1
2020_9_2_6;61.400000000000006
2020_9_2_7;183.2
2020_9_2_8;207.2
2020_9_2_9;133.6
2020_9_2_10;113.1
2020_9_2_11;132
2020_9_2_12;169.8
2020_9_2_13;162.3
2020_9_2_14;173.2
2020_9_2_15;195.2
2020_9_2_16;206.6
2020_9_2_17;198
2020_9_2_18;128.5
2020_9_2_19;77.2
2020_9_2_20;60.900000000000006
2020_9_2_21;55.2
2020_9_2_22;45.1
2020_9_2_23;28.5
2020_9_3_0;10
2020_9_3_1;1.2
2020_9_3_2;0.4
2020_9_3_3;0.4
2020_9_3_4;1.2
2020_9_3_5;12.6
2020_9_3_6;66.3
2020_9_3_7;204.3
2020_9_3_8;243.8
2020_9_3_9;146.4
2020_9_3_10;117.2
2020_9_3_11;133.3
2020_9_3_12;171.8
2020_9_3_13;164.20000000000002
2020_9_3_14;185.1
2020_9_3_15;214.9
2020_9_3_16;222.4
2020_9_3_17;218.7
2020_9_3_18;139.9
2020_9_3_19;83.2
2020_9_3_20;65.19999999999999
2020_9_3_21;62.4
2020_9_3_22;50.5
2020_9_3_23;32.5
2020_9_4_0;12
2020_9_4_1;1.3
2020_9_4_2;0.5
2020_9_4_3;0.5
2020_9_4_4;1.2
2020_9_4_5;11.5
2020_9_4_6;56
2020_9_4_7;166.1
2020_9_4_8;191.3
2020_9_4_9;125.8
2020_9_4_10;111.6
2020_9_4_11;129.3
2020_9_4_12;167.4
2020_9_4_13;169
2020_9_4_14;190
2020_9_4_15;210.5
2020_9_4_16;208.4
2020_9_4_17;197
2020_9_4_18;146.3
2020_9_4_19;97.6
2020_9_4_20;78.60000000000001
2020_9_4_21;67
2020_9_4_22;56.7
2020_9_4_23;48.3
2020_9_5_0;24.8
2020_9_5_1;4.4
2020_9_5_2;1.8
2020_9_5_3;1.2
2020_9_5_4;1.3
2020_9_5_5;2.7
2020_9_5_6;9.5
2020_9_5_7;22.9
2020_9_5_8;44.3
2020_9_5_9;61.9
2020_9_5_10;75.5
2020_9_5_11;92.1
2020_9_5_12;104
2020_9_5_13;113.6
2020_9_5_14;113.6
2020_9_5_15;110.8
2020_9_5_16;109.9
2020_9_5_17;105.4
2020_9_5_18;86.9
2020_9_5_19;67.8
2020_9_5_20;61.2
2020_9_5_21;51.3
2020_9_5_22;46
2020_9_5_23;39.6
2020_9_6_0;21.8
2020_9_6_1;4.3
2020_9_6_2;1.9
2020_9_6_3;1.2
2020_9_6_4;1.2
2020_9_6_5;2.1
2020_9_6_6;2.9
2020_9_6_7;9.5
2020_9_6_8;20.2
2020_9_6_9;34.6
2020_9_6_10;47.9
2020_9_6_11;65.10000000000001
2020_9_6_12;74.89999999999999
2020_9_6_13;83.5
2020_9_6_14;84
2020_9_6_15;81.60000000000001
2020_9_6_16;80.4
2020_9_6_17;80.10000000000001
2020_9_6_18;69.8
2020_9_6_19;63.6
2020_9_6_20;59
2020_9_6_21;47.9
2020_9_6_22;33.9
2020_9_6_23;19.3
2020_9_7_0;6.3
2020_9_7_1;0.7
2020_9_7_2;0.2
2020_9_7_3;0.3
2020_9_7_4;1.1
2020_9_7_5;13
2020_9_7_6;66.69999999999999
2020_9_7_7;203.8
2020_9_7_8;221.1
2020_9_7_9;128.8
2020_9_7_10;105.6
2020_9_7_11;119.8
2020_9_7_12;153.79999999999998
2020_9_7_13;150.5
2020_9_7_14;169.4
2020_9_7_15;200.1
2020_9_7_16;212
2020_9_7_17;202.8
2020_9_7_18;123.5
2020_9_7_19;72.8
2020_9_7_20;56.3
2020_9_7_21;48
2020_9_7_22;37
2020_9_7_23;22.8
2020_9_8_0;7.3
2020_9_8_1;0.8
2020_9_8_2;0.3
2020_9_8_3;0.3
2020_9_8_4;1.1
2020_9_8_5;12.5
2020_9_8_6;68.3
2020_9_8_7;215
2020_9_8_8;236.9
2020_9_8_9;137.1
2020_9_8_10;108.2
2020_9_8_11;124.2
2020_9_8_12;160
2020_9_8_13;159.70000000000002
2020_9_8_14;183.2
2020_9_8_15;207
2020_9_8_16;215.3
2020_9_8_17;215.9
2020_9_8_18;130.6
2020_9_8_19;73.1
2020_9_8_20;55.5
2020_9_8_21;49.7
2020_9_8_22;42
2020_9_8_23;25.5
2020_9_9_0;8.4
2020_9_9_1;0.9
2020_9_9_2;0.3
2020_9_9_3;0.4
2020_9_9_4;1.2
2020_9_9_5;12.5
2020_9_9_6;64.5
2020_9_9_7;199.2
2020_9_9_8;221.2
2020_9_9_9;132.3
2020_9_9_10;107.8
2020_9_9_11;124.3
2020_9_9_12;163
2020_9_9_13;157.1
2020_9_9_14;171.7
2020_9_9_15;201.3
2020_9_9_16;217.1
2020_9_9_17;207
2020_9_9_18;129.1
2020_9_9_19;74.1
2020_9_9_20;59
2020_9_9_21;53.5
2020_9_9_22;44.6
2020_9_9_23;27.6
2020_9_10_0;10.1
2020_9_10_1;1.1
2020_9_10_2;0.3
2020_9_10_3;0.4
2020_9_10_4;1.1
2020_9_10_5;12.5
2020_9_10_6;66.10000000000001
2020_9_10_7;204.7
2020_9_10_8;229.8
2020_9_10_9;137.4
2020_9_10_10;111.1
2020_9_10_11;124.9
2020_9_10_12;161.3
2020_9_10_13;157.1
2020_9_10_14;176
2020_9_10_15;207.3
2020_9_10_16;220
2020_9_10_17;215.3
2020_9_10_18;138.4
2020_9_10_19;85.3
2020_9_10_20;67.7
2020_9_10_21;63.6
2020_9_10_22;50.2
2020_9_10_23;33.5
2020_9_11_0;13.1
2020_9_11_1;1.4
2020_9_11_2;0.5
2020_9_11_3;0.5
2020_9_11_4;1.3
2020_9_11_5;11.6
2020_9_11_6;58.5
2020_9_11_7;177.7
2020_9_11_8;201.5
2020_9_11_9;129.1
2020_9_11_10;111.5
2020_9_11_11;128.1
2020_9_11_12;165.7
2020_9_11_13;166.6
2020_9_11_14;188.3
2020_9_11_15;216.2
2020_9_11_16;217.5
2020_9_11_17;205.6
2020_9_11_18;150.2
2020_9_11_19;100.6
2020_9_11_20;81.4
2020_9_11_21;69.9
2020_9_11_22;59
2020_9_11_23;50.3
2020_9_12_0;25.6
2020_9_12_1;4.5
2020_9_12_2;1.9
2020_9_12_3;1.1
2020_9_12_4;1.2
2020_9_12_5;2.7
2020_9_12_6;9.4
2020_9_12_7;23.8
2020_9_12_8;46
2020_9_12_9;62.7
2020_9_12_10;74.80000000000001
2020_9_12_11;90.5
2020_9_12_12;102.3
2020_9_12_13;110.3
2020_9_12_14;109.5
2020_9_12_15;107.9
2020_9_12_16;105.7
2020_9_12_17;103.8
2020_9_12_18;86.2
2020_9_12_19;68.6
2020_9_12_20;61.3
2020_9_12_21;52.400000000000006
2020_9_12_22;47.8
2020_9_12_23;40.7
2020_9_13_0;21.9
2020_9_13_1;4.5
2020_9_13_2;1.8
2020_9_13_3;1.2
2020_9_13_4;1.1
2020_9_13_5;2
2020_9_13_6;2.9
2020_9_13_7;9.6
2020_9_13_8;20.9
2020_9_13_9;36.5
2020_9_13_10;49.9
2020_9_13_11;66.10000000000001
2020_9_13_12;75.89999999999999
2020_9_13_13;84.6
2020_9_13_14;84
2020_9_13_15;80.19999999999999
2020_9_13_16;80.4
2020_9_13_17;80.69999999999999
2020_9_13_18;71
2020_9_13_19;65.8
2020_9_13_20;63.5
2020_9_13_21;50.5
2020_9_13_22;35
2020_9_13_23;19.2
2020_9_14_0;6.4
2020_9_14_1;0.7
2020_9_14_2;0.3
2020_9_14_3;0.3
2020_9_14_4;1.2
2020_9_14_5;12.6
2020_9_14_6;65.69999999999999
2020_9_14_7;198.6
2020_9_14_8;217.7
2020_9_14_9;130.5
2020_9_14_10;105.4
2020_9_14_11;120.2
2020_9_14_12;153.2
2020_9_14_13;148.79999999999998
2020_9_14_14;165.6
2020_9_14_15;196.2
2020_9_14_16;212.7
2020_9_14_17;202.6
2020_9_14_18;125.9
2020_9_14_19;75.80000000000001
2020_9_14_20;62.9
2020_9_14_21;54.1
2020_9_14_22;41
2020_9_14_23;24.3
2020_9_15_0;7.9
2020_9_15_1;0.8
2020_9_15_2;0.3
2020_9_15_3;0.3
2020_9_15_4;1.1
2020_9_15_5;12.3
2020_9_15_6;67.2
2020_9_15_7;206.7
2020_9_15_8;226.5
2020_9_15_9;133.1
2020_9_15_10;107.1
2020_9_15_11;124.2
2020_9_15_12;165.5
2020_9_15_13;154.9
2020_9_15_14;174.5
2020_9_15_15;198.2
2020_9_15_16;209.6
2020_9_15_17;209.8
2020_9_15_18;132.5
2020_9_15_19;79.9
2020_9_15_20;67.7
2020_9_15_21;60.7
2020_9_15_22;49
2020_9_15_23;30.5
2020_9_16_0;10.5
2020_9_16_1;1.1
2020_9_16_2;0.4
2020_9_16_3;0.4
2020_9_16_4;1
2020_9_16_5;12.5
2020_9_16_6;63.3
2020_9_16_7;191.1
2020_9_16_8;215.1
2020_9_16_9;133.39999999999998
2020_9_16_10;107.2
2020_9_16_11;122.3
2020_9_16_12;160.1
2020_9_16_13;154.20000000000002
2020_9_16_14;165.8
2020_9_16_15;193.2
2020_9_16_16;210.2
2020_9_16_17;202.8
2020_9_16_18;129.5
2020_9_16_19;77.10000000000001
2020_9_16_20;62.6
2020_9_16_21;55.2
2020_9_16_22;44.900000000000006
2020_9_16_23;27.3
2020_9_17_0;9.5
2020_9_17_1;1
2020_9_17_2;0.3
2020_9_17_3;0.3
2020_9_17_4;1.1
2020_9_17_5;12.5
2020_9_17_6;67
2020_9_17_7;203.1
2020_9_17_8;228.9
2020_9_17_9;137
2020_9_17_10;109.8
2020_9_17_11;122.6
2020_9_17_12;158.79999999999998
2020_9_17_13;152.9
2020_9_17_14;172.7
2020_9_17_15;206.6
2020_9_17_16;223.4
2020_9_17_17;217.6
2020_9_17_18;139
2020_9_17_19;84.5
2020_9_17_20;68.8
2020_9_17_21;63
2020_9_17_22;50.3
2020_9_17_23;31.7
2020_9_18_0;11.6
2020_9_18_1;1.3
2020_9_18_2;0.5
2020_9_18_3;0.5
2020_9_18_4;1.2
2020_9_18_5;11.8
2020_9_18_6;57.9
2020_9_18_7;178.29999999999998
2020_9_18_8;202.4
2020_9_18_9;129.8
2020_9_18_10;109.2
2020_9_18_11;125.8
2020_9_18_12;165.39999999999998
2020_9_18_13;163.6
2020_9_18_14;185.4
2020_9_18_15;212.1
2020_9_18_16;213.1
2020_9_18_17;203.8
2020_9_18_18;150.10000000000002
2020_9_18_19;99.9
2020_9_18_20;82.19999999999999
2020_9_18_21;68.5
2020_9_18_22;58.8
2020_9_18_23;49.3
2020_9_19_0;24.3
2020_9_19_1;4.1000000000000005
2020_9_19_2;1.8
2020_9_19_3;1
2020_9_19_4;1.1
2020_9_19_5;2.8
2020_9_19_6;9.6
2020_9_19_7;23.8
2020_9_19_8;46.1
2020_9_19_9;64.60000000000001
2020_9_19_10;75.2
2020_9_19_11;89.30000000000001
2020_9_19_12;99.4
2020_9_19_13;107.3
2020_9_19_14;107.6
2020_9_19_15;104
2020_9_19_16;104.4
2020_9_19_17;102.1
2020_9_19_18;85.1
2020_9_19_19;67.9
2020_9_19_20;62.8
2020_9_19_21;52
2020_9_19_22;46.5
2020_9_19_23;39.3
2020_9_20_0;21
2020_9_20_1;3.8
2020_9_20_2;1.6
2020_9_20_3;0.9
2020_9_20_4;1
2020_9_20_5;2
2020_9_20_6;2.9
2020_9_20_7;9.8
2020_9_20_8;21.3
2020_9_20_9;36.8
2020_9_20_10;50.3
2020_9_20_11;65.60000000000001
2020_9_20_12;74.5
2020_9_20_13;81.5
2020_9_20_14;81.60000000000001
2020_9_20_15;79.5
2020_9_20_16;79.9
2020_9_20_17;78.60000000000001
2020_9_20_18;69.9
2020_9_20_19;65.9
2020_9_20_20;61.8
2020_9_20_21;46.8
2020_9_20_22;32.2
2020_9_20_23;17.9
2020_9_21_0;5.8
2020_9_21_1;0.6
2020_9_21_2;0.2
2020_9_21_3;0.3
2020_9_21_4;1.1
2020_9_21_5;12.7
2020_9_21_6;66.60000000000001
2020_9_21_7;198.7
2020_9_21_8;217.7
2020_9_21_9;128
2020_9_21_10;103
2020_9_21_11;118.9
2020_9_21_12;151.2
2020_9_21_13;149.4
2020_9_21_14;165.6
2020_9_21_15;196.5
2020_9_21_16;214.1
2020_9_21_17;204.7
2020_9_21_18;125.2
2020_9_21_19;75.30000000000001
2020_9_21_20;58.9
2020_9_21_21;50.1
2020_9_21_22;38.1
2020_9_21_23;22.3
2020_9_22_0;7.2
2020_9_22_1;0.8
2020_9_22_2;0.2
2020_9_22_3;0.3
2020_9_22_4;1
2020_9_22_5;12.6
2020_9_22_6;68.3
2020_9_22_7;209.4
2020_9_22_8;231.7
2020_9_22_9;137.8
2020_9_22_10;109.8
2020_9_22_11;123.7
2020_9_22_12;160.1
2020_9_22_13;157.4
2020_9_22_14;176.9
2020_9_22_15;203.2
2020_9_22_16;214.5
2020_9_22_17;215.5
2020_9_22_18;132.1
2020_9_22_19;76.6
2020_9_22_20;60.7
2020_9_22_21;51.3
2020_9_22_22;42.3
2020_9_22_23;25
2020_9_23_0;8.3
2020_9_23_1;0.9
2020_9_23_2;0.3
2020_9_23_3;0.3
2020_9_23_4;1
2020_9_23_5;12.4
2020_9_23_6;64.69999999999999
2020_9_23_7;197.9
2020_9_23_8;220.9
2020_9_23_9;133.5
2020_9_23_10;107.9
2020_9_23_11;124.5
2020_9_23_12;164.3
2020_9_23_13;157.6
2020_9_23_14;172.8
2020_9_23_15;199.3
2020_9_23_16;218.9
2020_9_23_17;208.9
2020_9_23_18;127.8
2020_9_23_19;74.80000000000001
2020_9_23_20;59.7
2020_9_23_21;54.1
2020_9_23_22;44.2
2020_9_23_23;27
2020_9_24_0;9.2
2020_9_24_1;0.9
2020_9_24_2;0.3
2020_9_24_3;0.3
2020_9_24_4;1.1
2020_9_24_5;12.5
2020_9_24_6;67.9
2020_9_24_7;209.9
2020_9_24_8;235.4
2020_9_24_9;141.2
2020_9_24_10;113.3
2020_9_24_11;129.20000000000002
2020_9_24_12;164.3
2020_9_24_13;161.89999999999998
2020_9_24_14;185.5
2020_9_24_15;220.4
2020_9_24_16;229.8
2020_9_24_17;224.2
2020_9_24_18;142.4
2020_9_24_19;86
2020_9_24_20;68.9
2020_9_24_21;63.6
2020_9_24_22;50.9
2020_9_24_23;33.2
2020_9_25_0;12.5
2020_9_25_1;1.3
2020_9_25_2;0.4
2020_9_25_3;0.3
2020_9_25_4;1.1
2020_9_25_5;11.6
2020_9_25_6;58.6
2020_9_25_7;183.8
2020_9_25_8;209.1
2020_9_25_9;133.20000000000002
2020_9_25_10;114
2020_9_25_11;133
2020_9_25_12;174.4
2020_9_25_13;174.9
2020_9_25_14;198.9
2020_9_25_15;227.5
2020_9_25_16;227.7
2020_9_25_17;217.8
2020_9_25_18;158.1
2020_9_25_19;103.1
2020_9_25_20;81.4
2020_9_25_21;69
2020_9_25_22;59.4
2020_9_25_23;50.1
2020_9_26_0;26.700000000000003
2020_9_26_1;4.4
2020_9_26_2;1.3
2020_9_26_3;0.7
2020_9_26_4;0.9
2020_9_26_5;2.6
2020_9_26_6;9.3
2020_9_26_7;23.7
2020_9_26_8;46.2
2020_9_26_9;65
2020_9_26_10;76.7
2020_9_26_11;92.5
2020_9_26_12;105.9
2020_9_26_13;115.6
2020_9_26_14;114.5
2020_9_26_15;112.6
2020_9_26_16;109.7
2020_9_26_17;108.7
2020_9_26_18;92
2020_9_26_19;75.1
2020_9_26_20;64.10000000000001
2020_9_26_21;50.6
2020_9_26_22;46.5
2020_9_26_23;44.3
2020_9_27_0;25
2020_9_27_1;4.3
2020_9_27_2;1.2
2020_9_27_3;0.6
2020_9_27_4;0.8
2020_9_27_5;1
2020_9_27_6;2
2020_9_27_7;8.7
2020_9_27_8;20.4
2020_9_27_9;35.5
2020_9_27_10;50
2020_9_27_11;66.60000000000001
2020_9_27_12;74.89999999999999
2020_9_27_13;82.19999999999999
2020_9_27_14;85
2020_9_27_15;85.8
2020_9_27_16;82.9
2020_9_27_17;83
2020_9_27_18;70.4
2020_9_27_19;62.8
2020_9_27_20;57.5
2020_9_27_21;44.7
2020_9_27_22;32
2020_9_27_23;18.2
2020_9_28_0;6
2020_9_28_1;0.6
2020_9_28_2;0.2
2020_9_28_3;0.3
2020_9_28_4;1.1
2020_9_28_5;12.9
2020_9_28_6;68.6
2020_9_28_7;208
2020_9_28_8;231.6
2020_9_28_9;133.70000000000002
2020_9_28_10;106.4
2020_9_28_11;119.8
2020_9_28_12;154.70000000000002
2020_9_28_13;150.7
2020_9_28_14;172.7
2020_9_28_15;207.5
2020_9_28_16;221.2
2020_9_28_17;210.8
2020_9_28_18;126.6
2020_9_28_19;70.2
2020_9_28_20;54
2020_9_28_21;46.2
2020_9_28_22;35.8
2020_9_28_23;21.2
2020_9_29_0;7
2020_9_29_1;0.7
2020_9_29_2;0.2
2020_9_29_3;0.2
2020_9_29_4;0.9
2020_9_29_5;12.5
2020_9_29_6;67
2020_9_29_7;203
2020_9_29_8;219.6
2020_9_29_9;129.8
2020_9_29_10;103.4
2020_9_29_11;118.8
2020_9_29_12;155
2020_9_29_13;151.2
2020_9_29_14;175.6
2020_9_29_15;200
2020_9_29_16;205.4
2020_9_29_17;198.3
2020_9_29_18;123.5
2020_9_29_19;71
2020_9_29_20;54
2020_9_29_21;48
2020_9_29_22;40.3
2020_9_29_23;19.2
2020_9_30_0;5.5
2020_9_30_1;0.6
2020_9_30_2;0.2
2020_9_30_3;0.3
2020_9_30_4;1
2020_9_30_5;12.2
2020_9_30_6;60.400000000000006
2020_9_30_7;177.2
2020_9_30_8;191.4
2020_9_30_9;123.1
2020_9_30_10;103.6
2020_9_30_11;119.9
2020_9_30_12;156.6
2020_9_30_13;150.10000000000002
2020_9_30_14;162.89999999999998
2020_9_30_15;188.8
2020_9_30_16;196.8
2020_9_30_17;178
2020_9_30_18;115.8
2020_9_30_19;70.8
2020_9_30_20;54.2
2020_9_30_21;49
2020_9_30_22;42.5
2020_9_30_23;20.3
2020_10_1_0;6
2020_10_1_1;0.6
2020_10_1_2;0.2
2020_10_1_3;0.3
2020_10_1_4;1
2020_10_1_5;12
2020_10_1_6;63.3
2020_10_1_7;189.4
2020_10_1_8;210.3
2020_10_1_9;129.1
2020_10_1_10;106
2020_10_1_11;119.9
2020_10_1_12;156.1
2020_10_1_13;154.70000000000002
2020_10_1_14;176.3
2020_10_1_15;207.5
2020_10_1_16;210.9
2020_10_1_17;196.5
2020_10_1_18;124.5
2020_10_1_19;75
2020_10_1_20;58.1
2020_10_1_21;57
2020_10_1_22;47.7
2020_10_1_23;23
2020_10_2_0;7.1000000000000005
2020_10_2_1;0.7
2020_10_2_2;0.3
2020_10_2_3;0.3
2020_10_2_4;1
2020_10_2_5;11.5
2020_10_2_6;55.6
2020_10_2_7;166.3
2020_10_2_8;184.8
2020_10_2_9;119.5
2020_10_2_10;104.2
2020_10_2_11;122.4
2020_10_2_12;158.6
2020_10_2_13;162
2020_10_2_14;184.1
2020_10_2_15;207.7
2020_10_2_16;207.2
2020_10_2_17;189.6
2020_10_2_18;137.7
2020_10_2_19;89.7
2020_10_2_20;68
2020_10_2_21;61.6
2020_10_2_22;60.1
2020_10_2_23;33.6
2020_10_3_0;14.2
2020_10_3_1;2
2020_10_3_2;0.7
2020_10_3_3;0.5
2020_10_3_4;0.9
2020_10_3_5;2.5
2020_10_3_6;8.8
2020_10_3_7;21.5
2020_10_3_8;41.2
2020_10_3_9;57.5
2020_10_3_10;67.9
2020_10_3_11;83.4
2020_10_3_12;96.2
2020_10_3_13;107.9
2020_10_3_14;107.7
2020_10_3_15;108.2
2020_10_3_16;108.4
2020_10_3_17;99.5
2020_10_3_18;77.60000000000001
2020_10_3_19;58.5
2020_10_3_20;47.4
2020_10_3_21;43.6
2020_10_3_22;47.1
2020_10_3_23;27.7
2020_10_4_0;12.6
2020_10_4_1;2
2020_10_4_2;0.7
2020_10_4_3;0.4
2020_10_4_4;0.8
2020_10_4_5;1.7
2020_10_4_6;2.7
2020_10_4_7;8.5
2020_10_4_8;17.8
2020_10_4_9;30.700000000000003
2020_10_4_10;43.5
2020_10_4_11;58.9
2020_10_4_12;68.8
2020_10_4_13;77.2
2020_10_4_14;79.69999999999999
2020_10_4_15;77.39999999999999
2020_10_4_16;75.89999999999999
2020_10_4_17;74.6
2020_10_4_18;63
2020_10_4_19;57.5
2020_10_4_20;51.3
2020_10_4_21;41.5
2020_10_4_22;30.6
2020_10_4_23;14.6
2020_10_5_0;4.2
2020_10_5_1;0.5
2020_10_5_2;0.2
2020_10_5_3;0.2
2020_10_5_4;1.1
2020_10_5_5;12.7
2020_10_5_6;64.10000000000001
2020_10_5_7;188.4
2020_10_5_8;205.9
2020_10_5_9;122.4
2020_10_5_10;101.7
2020_10_5_11;115.1
2020_10_5_12;147.9
2020_10_5_13;146.7
2020_10_5_14;166.9
2020_10_5_15;199.4
2020_10_5_16;204.5
2020_10_5_17;181.2
2020_10_5_18;113.6
2020_10_5_19;68
2020_10_5_20;50.2
2020_10_5_21;44.4
2020_10_5_22;36.2
2020_10_5_23;17.7
2020_10_6_0;5.1000000000000005
2020_10_6_1;0.4
2020_10_6_2;0.2
2020_10_6_3;0.2
2020_10_6_4;1
2020_10_6_5;12.3
2020_10_6_6;64
2020_10_6_7;195.8
2020_10_6_8;214.6
2020_10_6_9;129.8
2020_10_6_10;103.6
2020_10_6_11;117.5
2020_10_6_12;156.20000000000002
2020_10_6_13;153.4
2020_10_6_14;178.7
2020_10_6_15;201.8
2020_10_6_16;202.5
2020_10_6_17;187.6
2020_10_6_18;120.4
2020_10_6_19;69.4
2020_10_6_20;51
2020_10_6_21;47.2
2020_10_6_22;41.1
2020_10_6_23;19.4
2020_10_7_0;5.5
2020_10_7_1;0.5
2020_10_7_2;0.2
2020_10_7_3;0.2
2020_10_7_4;1
2020_10_7_5;12.4
2020_10_7_6;61.7
2020_10_7_7;182.4
2020_10_7_8;199.9
2020_10_7_9;124.3
2020_10_7_10;104
2020_10_7_11;119.4
2020_10_7_12;159.6
2020_10_7_13;152.4
2020_10_7_14;166.8
2020_10_7_15;193.1
2020_10_7_16;203.4
2020_10_7_17;183.3
2020_10_7_18;118.4
2020_10_7_19;70.1
2020_10_7_20;51.8
2020_10_7_21;48.8
2020_10_7_22;42.2
2020_10_7_23;21
2020_10_8_0;6
2020_10_8_1;0.6
2020_10_8_2;0.2
2020_10_8_3;0.2
2020_10_8_4;1
2020_10_8_5;12.2
2020_10_8_6;63.70000000000001
2020_10_8_7;196.4
2020_10_8_8;220.1
2020_10_8_9;133
2020_10_8_10;106
2020_10_8_11;119.5
2020_10_8_12;157.20000000000002
2020_10_8_13;154.1
2020_10_8_14;180.8
2020_10_8_15;210.8
2020_10_8_16;214.9
2020_10_8_17;197.4
2020_10_8_18;125.8
2020_10_8_19;75.2
2020_10_8_20;57.5
2020_10_8_21;56.2
2020_10_8_22;48.1
2020_10_8_23;23.7
2020_10_9_0;7.2
2020_10_9_1;0.7
2020_10_9_2;0.2
2020_10_9_3;0.3
2020_10_9_4;1
2020_10_9_5;11.5
2020_10_9_6;55.4
2020_10_9_7;164.70000000000002
2020_10_9_8;183.7
2020_10_9_9;119.6
2020_10_9_10;104.8
2020_10_9_11;123.3
2020_10_9_12;162.1
2020_10_9_13;164
2020_10_9_14;183.7
2020_10_9_15;208.9
2020_10_9_16;206.3
2020_10_9_17;189.9
2020_10_9_18;142.6
2020_10_9_19;93.1
2020_10_9_20;72
2020_10_9_21;66.9
2020_10_9_22;64.69999999999999
2020_10_9_23;34.8
2020_10_10_0;14.5
2020_10_10_1;2.2
2020_10_10_2;0.8
2020_10_10_3;0.5
2020_10_10_4;0.8
2020_10_10_5;2.4
2020_10_10_6;8.9
2020_10_10_7;21.3
2020_10_10_8;40.5
2020_10_10_9;56.2
2020_10_10_10;67.10000000000001
2020_10_10_11;83.9
2020_10_10_12;97.4
2020_10_10_13;108.2
2020_10_10_14;112.3
2020_10_10_15;111.7
2020_10_10_16;107.2
2020_10_10_17;102.9
2020_10_10_18;80.5
2020_10_10_19;58.6
2020_10_10_20;47
2020_10_10_21;44
2020_10_10_22;49.5
2020_10_10_23;28.7
2020_10_11_0;13.4
2020_10_11_1;2.1
2020_10_11_2;0.7
2020_10_11_3;0.5
2020_10_11_4;0.8
2020_10_11_5;1.8
2020_10_11_6;2.6
2020_10_11_7;8.5
2020_10_11_8;17.8
2020_10_11_9;30.4
2020_10_11_10;42.7
2020_10_11_11;58
2020_10_11_12;68.5
2020_10_11_13;78.8
2020_10_11_14;78.3
2020_10_11_15;76.6
2020_10_11_16;76
2020_10_11_17;73.6
2020_10_11_18;62.1
2020_10_11_19;56.7
2020_10_11_20;51.2
2020_10_11_21;41.5
2020_10_11_22;32.099999999999994
2020_10_11_23;15.6
2020_10_12_0;4.6
2020_10_12_1;0.5
2020_10_12_2;0.2
2020_10_12_3;0.2
2020_10_12_4;1
2020_10_12_5;12.4
2020_10_12_6;57.5
2020_10_12_7;147.9
2020_10_12_8;162
2020_10_12_9;103.9
2020_10_12_10;91.4
2020_10_12_11;104
2020_10_12_12;130.8
2020_10_12_13;131.1
2020_10_12_14;143.2
2020_10_12_15;166.9
2020_10_12_16;177.5
2020_10_12_17;166.7
2020_10_12_18;108.9
2020_10_12_19;67.4
2020_10_12_20;50.3
2020_10_12_21;44.3
2020_10_12_22;35.8
2020_10_12_23;18.6
2020_10_13_0;5.4
2020_10_13_1;0.6
2020_10_13_2;0.2
2020_10_13_3;0.3
2020_10_13_4;1
2020_10_13_5;12
2020_10_13_6;58.2
2020_10_13_7;149.60000000000002
2020_10_13_8;162.6
2020_10_13_9;108.6
2020_10_13_10;92.8
2020_10_13_11;105.4
2020_10_13_12;133.70000000000002
2020_10_13_13;135.3
2020_10_13_14;148.4
2020_10_13_15;168.4
2020_10_13_16;178.4
2020_10_13_17;172.4
2020_10_13_18;111.6
2020_10_13_19;64.8
2020_10_13_20;50.2
2020_10_13_21;45.5
2020_10_13_22;39.5
2020_10_13_23;19.6
2020_10_14_0;5.9
2020_10_14_1;0.6
2020_10_14_2;0.2
2020_10_14_3;0.2
2020_10_14_4;1.1
2020_10_14_5;11.5
2020_10_14_6;53.7
2020_10_14_7;132.8
2020_10_14_8;143.9
2020_10_14_9;97.1
2020_10_14_10;85.6
2020_10_14_11;99.4
2020_10_14_12;126.5
2020_10_14_13;127.40000000000002
2020_10_14_14;136.7
2020_10_14_15;153.29999999999998
2020_10_14_16;166.1
2020_10_14_17;157.9
2020_10_14_18;106.6
2020_10_14_19;66.19999999999999
2020_10_14_20;48.1
2020_10_14_21;43
2020_10_14_22;40.2
