userstopcode;userstopareacode;stopname
54291010;msrtol;Monster, De Tol
54291030;msrplv;Monster, Plaats Langeveld
54291040;msrplv;Monster, Plaats Langeveld
54291050;msrsch;Monster, Schelppad
54291060;msrsch;Monster, Schelppad
54291070;msrwat;Monster, Watergat
54291080;msrwat;Monster, Watergat
54291100;msrdui;Monster, Duinstraat
54291120;msrtam;Monster, Taets van Amerongenstraat
54291140;msraca;Monster, Acaciastraat
54291160;msremm;Monster, Emmaplein
54297027;Z2939;Zonegrens 5429/5439
54297083;Z2939A;Zonegrens 5429/5439
54298909;;NPKAR 1101
54298912;;NPKAR 1302
54300510;ztmdri;Zoetermeer, Driesprong
54301030;pnkzdw;Pijnacker, Zijdeweg
54301110;pnkmee;Pijnacker, Katwijkerlaan nr. 105
54301120;pnkmee;Pijnacker, Katwijkerlaan nr. 105
54317002;Z3141;Zonegrens 5431/5441
54317003;Z1131;Zonegrens 5411/5431
54330010;vstgdl;Voorschoten, Gouden Leeuw
54330020;ldnbrh;Leiden, Brahmslaan
54330030;vstvoo;Voorschoten, Voorstraat
54330040;vstzil;Voorschoten, Zilverfabriek
54330050;vstcen;Voorschoten, Centrum
54330060;vstkrw;Voorschoten, Krimwijk
54330110;vstkrw;Voorschoten, Krimwijk
54330120;vstcen;Voorschoten, Centrum
54330130;vstzil;Voorschoten, Zilverfabriek
54330140;vstvoo;Voorschoten, Voorstraat
54330150;vstjhl;Voorschoten, Jan van Hooflaan
54330160;vstjhl;Voorschoten, Jan van Hooflaan
54330170;vstfor;Voorschoten, Foreschate
54330180;vstfor;Voorschoten, Foreschate
54330190;vstkdl;Voorschoten, Karel Doormanlaan
54330200;vstkdl;Voorschoten, Karel Doormanlaan
54331990;vstns;Voorschoten, Station
54332000;vstns;Voorschoten, Station
54337013;Z2433;Zonegrens 5424/5433
54339003;;NPIVU 9003
54339013;;NPIVU 9013
54340020;ldnhs;Leiden, Haagse Schouw
54340050;wsnmdr;Wassenaar, Maaldrift
54340080;ldnvbm;Leiden, Valkenburgse Meer
54340090;ldnvbm;Leiden, Valkenburgse Meer
54370020;scllha;Schipluiden, Lierhand
54370030;sclwou;Schipluiden, 't Woudt
54370040;sclwou;Schipluiden, 't Woudt
54370090;sclmng;Schipluiden, Ommedijk
54371010;scldps;Schipluiden, Dorpsstraat
54371020;scldps;Schipluiden, Dorpsstraat
54371030;sclhdp;Schipluiden, Hodenpijl
54371040;sclhdp;Schipluiden, Hodenpijl
54371050;sclshe;Schipluiden, Schouwse Heul
54371060;sclshe;Schipluiden, Schouwse Heul
54371070;sclgem;Schipluiden, Gemeentehuis
54371080;sclgem;Schipluiden, Gemeentehuis
54371090;sclmol;Schipluiden, Molen
54371100;sclmol;Schipluiden, Molen
54371110;sclhvz;Schipluiden, Op Hoop van Zegen
54371120;sclhvz;Schipluiden, Op Hoop van Zegen
54371130;sclrws;Schipluiden, Opslagpl. Rijkswaterstaat
54371140;sclrws;Schipluiden, Opslagpl. Rijkswaterstaat
54371150;sclkbr;Schipluiden, Kolkbrug
54371160;sclkbr;Schipluiden, Kolkbrug
54371170;mldlbh;Maasland, Lickebaertshoeve
54371180;mldlbh;Maasland, Lickebaertshoeve
54371200;mldkwa;Maasland, Kwakelweg
54377046;Z2637;Zonegrens 5426/5437
54377047;Z2837;Zonegrens 5428/5437
54377089;Z2637B;Zonegrens 5426/5437
54380030;gvzbru;'s-Gravenzande, De Brug
54380040;gvzbru;'s-Gravenzande, De Brug
54380090;gvzhel;'s-Gravenzande, Heliotroop
54380100;gvzhel;'s-Gravenzande, Heliotroop
54380130;gvzowd;'s-Gravenzande, Villa Ouwendijk
54380140;gvzowd;'s-Gravenzande, Villa Ouwendijk
54380160;gvzhee;'s-Gravenzande, Heenweg
54380180;gvzmdk;'s-Gravenzande, Maasdijk
54380250;gvzhof;'s-Gravenzande, Hoflaan
54380260;gvzhof;'s-Gravenzande, Hoflaan
54380290;gvzedi;'s-Gravenzande, Edisonstraat
54380300;gvzedi;'s-Gravenzande, Edisonstraat
54380310;msrwld;'s-Gravenzande, Westlandse Druif
54380320;msrwld;'s-Gravenzande, Westlandse Druif
54380330;gvzlan;'s-Gravenzande, Langestraat
54380340;gvzlan;'s-Gravenzande, Langestraat
54381010;gvzzvp;'s-Gravenzande, Zandeveltplein
54381020;gvzzvp;'s-Gravenzande, Zandeveltplein
54381030;gvzstr;'s-Gravenzande, Strandweg
54381040;gvzstr;'s-Gravenzande, Strandweg
54381070;gvzvtb;'s-Gravenzande, Vlugtenburg
54381080;gvzvtb;'s-Gravenzande, Vlugtenburg
54381090;gvznaa;'s-Gravenzande, Naaldwijkseweg
54381100;gvznaa;'s-Gravenzande, Naaldwijkseweg
54390050;hslhoc;Honselersdijk, Horticampus
54390090;hslflh;Honselersdijk, FloraHolland
54390100;hslflh;Honselersdijk, FloraHolland
54390110;ndwpij;Naaldwijk, Pijle Tuinen
54390120;ndwpij;Naaldwijk, Pijle Tuinen
54390152;ndwbus;Naaldwijk, Busstation
54390153;ndwbus;Naaldwijk, Busstation
54390154;ndwbus;Naaldwijk, Busstation
54390155;ndwbus;Naaldwijk, Busstation
54390156;ndwbus;Naaldwijk, Busstation
54390157;ndwbus;Naaldwijk, Busstation
54390159;ndwbus;Naaldwijk, Busstation
54390170;ndwlwo;Naaldwijk, Lage Woerd
54390180;ndwlwo;Naaldwijk, Lage Woerd
54390190;ndwlin;Naaldwijk, Linde
54390200;ndwlin;Naaldwijk, Linde
54390230;ndwzui;Naaldwijk, Zuidweg
54390240;ndwzui;Naaldwijk, Zuidweg
54390250;ndwgvz;Naaldwijk, 's-Gravenzandseweg
54390260;ndwgvz;Naaldwijk, 's-Gravenzandseweg
54390370;gvzhee;'s-Gravenzande, Heenweg
54390410;msrppl;Monster, Papelaan
54390430;ndwamb;Naaldwijk, Ambachtstraat
54390440;ndwamb;Naaldwijk, Ambachtstraat
54390450;ndwgaw;Naaldwijk, Grote Achterweg
54390460;ndwgaw;Naaldwijk, Grote Achterweg
54390490;ndwhwo;Naaldwijk, Hoge Woerd
54390500;ndwhwo;Naaldwijk, Hoge Woerd
54391030;hslwlm;Honselersdijk, Westlands Museum
54391040;hslwlm;Honselersdijk, Westlands Museum
54391070;hslmbw;Honselersdijk, Molenlaan
54391080;hslmbw;Honselersdijk, Molenlaan
54391210;hslned;Honselersdijk, Nederhof
54391220;hslned;Honselersdijk, Nederhof
54391230;hslstr;Honselersdijk, Strijplaan
54391240;hslstr;Honselersdijk, Strijplaan
54391250;ndwind;Naaldwijk, Industriestraat
54391260;ndwind;Naaldwijk, Industriestraat
54397006;Z2839;Zonegrens 5428/5439
54397010;Z3949;Zonegrens 5439/5449
54397028;Z2939;Zonegrens 5429/5439
54398911;;NPKAR1302
54398913;;NPKAR 1303/1304
54398914;;NPKAR 1306
54398915;;NPKAR 6501
54399009;;NPIVU 9009
54399012;;NPIVU 9012 (lijnen richting Pijle Tuinen)
54410010;ztmwtp;Zoetermeer, Westerpark
54410020;ztmwtp;Zoetermeer, Westerpark
54410030;ztmfon;Zoetermeer, Fonteinbos
54410040;ztmfon;Zoetermeer, Fonteinbos
54410051;ztmcw;Zoetermeer, Centrum West
54410053;ztmcw;Zoetermeer, Centrum West
54410056;ztmcw;Zoetermeer, Centrum West
54410058;ztmcw;Zoetermeer, Centrum West
54410059;ztmcw;Zoetermeer, Centrum West
54410080;ztmnhv;Zoetermeer, Winkelcentrum Noordhove
54410090;ztmele;Zoetermeer, Electrablauw
54410100;ztmele;Zoetermeer, Electrablauw
54410270;ztmzwa;Zoetermeer, Zwaardslootseweg
54410280;ztmzwa;Zoetermeer, Zwaardslootseweg
54410310;ztmafr;Zoetermeer, Viaduct Afrikaweg
54410320;ztmafr;Zoetermeer, Viaduct Afrikaweg
54410330;ztmmee;Zoetermeer, Meerzichtlaan
54410340;ztmmee;Zoetermeer, Meerzichtlaan
54410430;ztmns;Zoetermeer, Station Zoetermeer
54410440;ztmns;Zoetermeer, Station Zoetermeer
54410490;ztmhou;Zoetermeer, Houtsingel
54410500;ztmhou;Zoetermeer, Houtsingel
54410550;ztmsal;Zoetermeer, Salomeschouw
54410560;ztmsal;Zoetermeer, Salomeschouw
54410600;ztmalk;Zoetermeer, Alkmenehof
54410610;ztmnlg;Zoetermeer, Nathaliegang
54410620;ztmnlg;Zoetermeer, Nathaliegang
54410880;ztmdri;Zoetermeer, Driesprong
54410890;ztmwcr;Zoetermeer, Winkelcentrum Rokkeveen
54410900;ztmwcr;Zoetermeer, Winkelcentrum Rokkeveen
54410910;ztmveu;Zoetermeer, Sportcentrum De Veur
54410920;ztmveu;Zoetermeer, Sportcentrum De Veur
54410930;ztmber;Zoetermeer, Beryl
54410940;ztmber;Zoetermeer, Beryl
54411190;ztmkle;Zoetermeer, Kleurlaan
54411200;ztmkle;Zoetermeer, Kleurlaan
54411370;ztmbas;Zoetermeer, Bastionhotel
54411380;ztmbas;Zoetermeer, Bastionhotel
54411490;ztmaca;Zoetermeer, Acaciazoom
54411500;ztmaca;Zoetermeer, Acaciazoom
54411515;ztmflz;Zoetermeer, Florazoom
54411520;ztmflz;Zoetermeer, Florazoom
54411610;ztmrdl;Zoetermeer, Redelaan
54411620;ztmrdl;Zoetermeer, Redelaan
54411630;ztmbmp;Zoetermeer, Brinkmanplan
54411640;ztmplb;Zoetermeer, Planbaan
54411650;ztmdlv;Zoetermeer, Delouvrierruimte
54411660;ztmkhn;Zoetermeer, Kahnlijn
54411670;ztmzkh;Zoetermeer, HagaZiekenhuis Zoetermeer
54411680;ztmzkh;Zoetermeer, HagaZiekenhuis Zoetermeer
54411700;ztmlmb;Zoetermeer, Lommerbaan
54411770;ztmrwz;Zoetermeer, Rokkeveenseweg-zuid
54411780;ztmrwz;Zoetermeer, Rokkeveenseweg-zuid
54411790;ztmrob;Zoetermeer, Robijn
54411800;ztmrob;Zoetermeer, Robijn
54411810;ztmezh;Zoetermeer, Elzehout
54411820;ztmezh;Zoetermeer, Elzehout
54411830;ztmoge;Zoetermeer, Ogeahout
54411840;ztmoge;Zoetermeer, Ogeahout
54412050;ztmslz;Zoetermeer, Station Lansingerland Zuidzijde
54412090;ztmsur;Zoetermeer, Surfpad
54412100;ztmsur;Zoetermeer, Surfpad
54412130;ztmdij;Zoetermeer, Dijkmanschans
54412150;ztmpel;Zoetermeer, Pelschans
54412310;ztmbuy;Zoetermeer, Buytenparklaan
54412320;ztmbuy;Zoetermeer, Buytenparklaan
54414030;ztmzil;Zoetermeer, Zilverstraat
54414040;ztmzil;Zoetermeer, Zilverstraat
54414130;ztmvli;Zoetermeer, Winkelcentrum De Vlieger
54414140;ztmvli;Zoetermeer, Winkelcentrum De Vlieger
54414150;ztmrbs;Zoetermeer, Regenboogsingel
54414180;ztmgrb;Zoetermeer, Groen-blauwlaan
54417001;Z3141;Zonegrens 5431/5441
54418916;;NPKAR 12
54419002;;NPIVU 9002
54440520;ldncsw;Leiden, Leiden Centraal Westzijde
54440530;ldncsw;Leiden, Leiden Centraal Westzijde
54440810;ldnver;Leiden, Verbeekstraat
54440820;ldnver;Leiden, Verbeekstraat
54441330;ldnbso;Leiden, Bio Science Park-Oost
54441340;ldnbso;Leiden, Bio Science Park-Oost
54441990;ldnrnh;Leiden, Rhijnhof
54442010;ldnhs;Leiden, Haagse Schouw
54442320;ldnrnh;Leiden, Rhijnhof
54443070;ldnlls;Leiden, Leliestraat
54443100;ldnlls;Leiden, Leliestraat
54444080;ldnlam;Leiden, Station Lammenschans
54444090;ldnlam;Leiden, Station Lammenschans
54444110;ldnhow;Leiden, Hogewoerd
54444120;ldnhow;Leiden, Hogewoerd
54445030;ldnhoi;Leiden, Dr. Lelylaan/Haagse Schouwweg
54445380;ldnhoi;Leiden, Dr. Lelylaan/Haagse Schouwweg
54446010;ldnbrh;Leiden, Brahmslaan
54446030;ldnrsv;Leiden, Rooseveltstraat
54446050;ldncsf;Leiden, Cronesteinflat
54446080;ldncsf;Leiden, Cronesteinflat
54446100;ldnrsv;Leiden, Rooseveltstraat
54446590;ldnpel;Leiden, Pelikaan
54446600;ldnpel;Leiden, Pelikaan
54446630;ldnenp;Leiden, Energiepark
54446640;ldnenp;Leiden, Energiepark
54447000;ldncs;Leiden, Leiden Centraal
54447210;ldncs;Leiden, Leiden Centraal
54447610;ldncs;Leiden, Leiden Centraal
54470010;mldkwa;Maasland, Kwakelweg
54470030;mlddvv;Maasland, Duivenvlugt
54470040;mlddvv;Maasland, Duivenvlugt
54470050;mldmld;Maasland, Maaslandsedam
54470055;mldmld;Maasland, Maaslandsedam
54470060;mldmld;Maasland, Maaslandsedam
54470065;mldmld;Maasland, Maaslandsedam
54470070;mldtwm;Maasland, Twee Molens
54470080;mldtwm;Maasland, Twee Molens
54470090;mldcom;Maasland, Commandeurskade
54470100;mldcom;Maasland, Commandeurskade
54470110;mlddls;Maasland, Doelstraat
54470120;mlddls;Maasland, Doelstraat
54470130;mldkwr;Maasland, Kluisweer
54470140;mldkwr;Maasland, Kluisweer
54470150;mldhdr;Maasland, Hammerdreef
54470160;mldhdr;Maasland, Hammerdreef
54470230;mldhtl;Maasland, Nieuw Huis Ter Lucht
54470240;mldhtl;Maasland, Nieuw Huis Ter Lucht
54471300;mldvia;Maasland, Viaduct
54479014;;NPIVU 9014
54480010;gvzmdk;'s-Gravenzande, Maasdijk
54480030;hvhnlp;Hoek van Holland, Nieuwlandse Polderweg
54480040;hvhnlp;Hoek van Holland, Nieuwlandse Polderweg
54480050;hvhsch;Hoek van Holland, Schelpweg
54480060;hvhsch;Hoek van Holland, Schelpweg
54480151;hvhns;Hoek van Holland, Hoek van Holland Haven
54480240;hvhhvi;Hoek van Holland, Herman Visser
54480321;hvhhvi;Hoek van Holland, Herman Visser
54480330;hvhrij;Hoek van Holland, Rijpstraat
54480340;hvhrij;Hoek van Holland, Rijpstraat
54489004;;NPIVU 9004
54490090;deljho;De Lier, Jogchem van der Houtweg
54490100;deljho;De Lier, Jogchem van der Houtweg
54490110;delkij;De Lier, Kijckerweg
54490120;delkij;De Lier, Kijckerweg
54490130;scllha;Schipluiden, Lierhand
54490150;delspo;De Lier, Sportlaan
54490160;delspo;De Lier, Sportlaan
54490190;delhoo;De Lier, Hoofdstraat
54490200;delhoo;De Lier, Hoofdstraat
54490210;delzbg;De Lier, Zwetburgh
54490220;delzbg;De Lier, Zwetburgh
54490260;mssste;Maassluis, Stellingmolen
54490270;madcol;Maasdijk, Coldenhovelaan
54490280;madcol;Maasdijk, Coldenhovelaan
54490350;dellwg;De Lier, Lierweg
54490360;dellwg;De Lier, Lierweg
54491095;madver;Maasdijk, Verkadestraat
54491105;madver;Maasdijk, Verkadestraat
54491150;madhlz;Maasdijk, Honderdland (zuid)
54491160;madhlz;Maasdijk, Honderdland (zuid)
54497029;Z4949R;Zonegrens 5349/5449
54498918;;NPKAR1301
54498919;;NPKAR 1301
54498920;;NPKAR 1301
54498921;;NPKAR 2301
54498922;;NPKAR 2301
54498924;;NPKAR 2300
16000030;mepsta;Meppel, Station
16000040;mepmce;Meppel, Ziekenhuis
16000280;hlfgem;Halfweg, Gemeenteweg
16000290;hlfgem;Halfweg, Gemeenteweg
16000600;mplbur;Meppel, Burg. Knopperslaan
16000610;mplbur;Meppel, Burg. Knopperslaan
16000710;mepste;Meppel, Steenwijkerstraatweg
16000720;mepste;Meppel, Steenwijkerstraatweg
16000770;mepree;Meppel, Reestplantsoen
16000780;mepree;Meppel, Reestplantsoen
16000800;mepdst;Meppel, De Stouwe
16000810;mepdst;Meppel, De Stouwe
16000870;mepsta;Meppel, Station
16000910;mepleo;Meppel, Leonard Springerlaan
16000920;mepleo;Meppel, Leonard Springerlaan
16000931;meppri;Meppel, Prinsengracht
16001010;mephug;Meppel, Hugo de Grootstraat
16001020;mephug;Meppel, Hugo de Grootstraat
16009001;;NPIVU Meppel, Station
16009030;mepsta;Meppel, Station
16110060;ijhhee;IJhorst, Heerenweg
16110081;deshav;De Schiphorst, Havixhorst
16110090;dwywil;De Wijk, Wiltenweg
16110220;dwywik;De Wijk, Willem Koopsweg
16110230;dwyoos;De Wijk, Oosterakker
16110240;dwyver;De Wijk, Verzorgingstehuis
16110260;ijhspa;IJhorst, Sparrenlaan
16180050;stared;Staphorst, Redder
16180060;stared;Staphorst, Redder
16180070;stareg;Staphorst, Reggersweg
16180080;stareg;Staphorst, Reggersweg
16180100;stavla;Staphorst, Vlakkenweg
16180110;stavla;Staphorst, Vlakkenweg
16180120;stagee;Staphorst, Geerligsland
16180130;stagee;Staphorst, Geerligsland
16180140;stajar;Staphorst, Jan Arendsland
16180150;stajar;Staphorst, Jan Arendsland
16180160;stasne;Staphorst, Snelweg
16180170;stasne;Staphorst, Snelweg
16180180;staach;Staphorst, Achthoevenweg
16180190;staach;Staphorst, Achthoevenweg
16180200;stahoo;Staphorst, Hoogeweg
16180210;stahoo;Staphorst, Hoogeweg
16180220;staber;Staphorst, Bergerslag
16180230;staber;Staphorst, Bergerslag
16180240;stagem;Staphorst, Gemeentehuis
16180250;stagem;Staphorst, Gemeentehuis
16180260;stalin;Staphorst, Lindenlaan
16180270;stalin;Staphorst, Lindenlaan
16180280;stabej;Staphorst, Bejaardenhuis
16180290;stabej;Staphorst, Bejaardenhuis
16180300;stabea;Staphorst, Prinses Beatrixstraat
16180310;stabea;Staphorst, Prinses Beatrixstraat
16180320;stabol;Staphorst, Boldewijnhuizen
16180330;stabol;Staphorst, Boldewijnhuizen
16180340;sthpzs;Staphorst, Pieter Zandt College
16280100;rouoos;Rouveen, Oostermenneweg
16280110;rouoos;Rouveen, Oostermenneweg
16280120;rouzui;Rouveen, Zuideindigerweg
16280130;rouzui;Rouveen, Zuideindigerweg
16280140;rousta;Rouveen, Stadsweg
16280150;rousta;Rouveen, Stadsweg
16280160;rou485;Rouveen, Oude Rijksweg 485
16280170;rou485;Rouveen, Oude Rijksweg 485
16280180;rouher;Rouveen, Hervormde Kerk
16280190;rouher;Rouveen, Hervormde Kerk
16280200;rou415;Rouveen, Oude Rijksweg 415
16280210;rou415;Rouveen, Oude Rijksweg 415
16280220;rouogk;Rouveen, Oud Gereformeerde Kerk
16280230;rouogk;Rouveen, Oud Gereformeerde Kerk
16280240;roucon;Rouveen, Conradsweg
16280250;roucon;Rouveen, Conradsweg
16280260;rousch;Rouveen, Schoolwijksweg
16280270;rousch;Rouveen, Schoolwijksweg
16280280;roudwg;Rouveen, Dekkersweg
16280290;roudwg;Rouveen, Dekkersweg
16300010;stngem;Steenwijk, Gemeentehuis
16300020;stngem;Steenwijk, Gemeentehuis
16300030;stnven;Steenwijk, Vendelweg
16300040;stnven;Steenwijk, Vendelweg
16300050;stnmki;Steenwijk, Matthijs Kiersstraat
16300070;stnmki;Steenwijk, Matthijs Kiersstraat
16301010;stnns;Steenwijk, Station
16301020;stnns;Steenwijk, Station
16309901;;NPIVU Steenwijk, Station
16309902;;NPIVU Steenwijk, Tukseweg
16309903;;NPIVU Steenwijk, Tukseweg
16380100;licmar;Zwolle, Haersterbroekweg
16380110;licmar;Zwolle, Haersterbroekweg
16380120;licste;Lichtmis, Steenwetering
16380130;licste;Lichtmis, Steenwetering
16380140;licmee;Lichtmis, Meeleweg
16380150;licmee;Lichtmis, Meeleweg
16380190;licbus;Lichtmis, Busstation
16580010;zwlnoo;Zwolle, Noordeinde
16580020;zwlnoo;Zwolle, Noordeinde
16580030;zwlwes;Zwolle, Westeinde
16580040;zwlwes;Zwolle, Westeinde
16580050;zwlbhp;Zwolle, Bentheimpad
16580060;zwlbhp;Zwolle, Bentheimpad
16580070;zwlkle;Zwolle, Kleefstraat
16580080;zwlkle;Zwolle, Kleefstraat
16680010;ruided;Ruitenveen, Dedemsweg
16680020;ruided;Ruitenveen, Dedemsweg
16680030;ruikui;Ruitenveen, Kuitermansweg
16680040;ruikui;Ruitenveen, Kuitermansweg
16680050;ruikre;Ruitenveen, Nieuwe Kreuleweg
16680060;ruikre;Ruitenveen, Nieuwe Kreuleweg
16680070;ruihoe;Ruitenveen, Hoevenweg
16680080;ruihoe;Ruitenveen, Hoevenweg
16680090;ruimid;Ruitenveen, Middenweg
16680100;ruimid;Ruitenveen, Middenweg
16680110;ruinie;Ruitenveen, Nieuwendijk
16680120;ruinie;Ruitenveen, Nieuwendijk
16780001;nlssch;Nieuwleusen, Schuilhut
16780002;nlssch;Nieuwleusen, Schuilhut
16780010;nlsdvl;Nieuwleusen, De Vlijt
16780020;nlsdvl;Nieuwleusen, De Vlijt
16780030;nlsoos;Nieuwleusen, Oosterhulst
16780040;nlsoos;Nieuwleusen, Oosterhulst
16780050;nlshul;Nieuwleusen, Den Hulst
16780060;nlshul;Nieuwleusen, Den Hulst
16780070;nlsbej;Nieuwleusen, Bejaardencentrum
16780090;nlsger;Nieuwleusen, Gereformeerde Kerk
16780100;nlsbej;Nieuwleusen, Bejaardencentrum
16780110;nlszwe;Nieuwleusen, Zwembad
16780120;nlsger;Nieuwleusen, Gereformeerde Kerk
16780130;nlscen;Nieuwleusen, Centrum
16780140;nlszwe;Nieuwleusen, Zwembad
16780150;nlswes;Nieuwleusen, Westeinde
16780160;nlscen;Nieuwleusen, Centrum
16780170;nlsbou;Nieuwleusen, Bouwhuisweg
16780180;nlswes;Nieuwleusen, Westeinde
16780190;nlsmol;Nieuwleusen, Molen
16780200;nlsbou;Nieuwleusen, Bouwhuisweg
16780220;nlsmol;Nieuwleusen, Molen
16780300;nlsgro;Nieuwleusen, Grote Markt
16780310;nlsgro;Nieuwleusen, Grote Markt
16780560;nlsrol;Nieuwleusen, Rollecater Brug
16780570;nlsrol;Nieuwleusen, Rollecater Brug
17000040;hgvsta;Hoogeveen, Station
17000060;hgvsta;Hoogeveen, Station
17000210;hgvbui;Hoogeveen, Buizerdlaan
17000220;hgvbui;Hoogeveen, Buizerdlaan
17000710;hgvcra;Hoogeveen, Mr. Cramerweg P+R
17000730;hgvcra;Hoogeveen, Mr. Cramerweg P+R
17000750;hgvbtv;Hoogeveen, Buitenvaart
17000760;hgvbtv;Hoogeveen, Buitenvaart
17001650;hgvwil;Hoogeveen, Willemskade
17001660;hgvwil;Hoogeveen, Willemskade
17003020;hgvbri;Hoogeveen, Brinkstraat
17003030;hgvbri;Hoogeveen, Brinkstraat
17003040;hgvtam;Hoogeveen, Tamboerpassage
17003050;hgvtam;Hoogeveen, Tamboerpassage
17003120;hgvwol;Hoogeveen, Wolfsbosstraat
17003130;hgvwol;Hoogeveen, Wolfsbosstraat
17003140;hgvval;Hoogeveen, Valkenlaan
17003150;hgvval;Hoogeveen, Valkenlaan
17003200;hgvhaa;Hoogeveen, 't Haagje
17003210;hgvhaa;Hoogeveen, 't Haagje
17190010;hovhol;Hollandscheveld, Hollandschedijk
17190020;hovhol;Hollandscheveld, Hollandschedijk
17190030;hovopg;Hollandscheveld, Opgaande 71
17190040;hovopg;Hollandscheveld, Opgaande 71
17190050;hovthk;Hollandscheveld, 't Hoekje
17190060;hovthk;Hollandscheveld, 't Hoekje
17190110;zdojan;Zuideropgaande, Jan Wintersdijkje
17190120;zdojan;Zuideropgaande, Jan Wintersdijkje
17190150;zdocar;Zuideropgaande, Carstensdijk
17190160;zdocar;Zuideropgaande, Carstensdijk
17190190;zdosch;Zuideropgaande, Schooldijkje
17190200;zdosch;Zuideropgaande, Schooldijkje
17290010;kkvrie;Kerkenveld, Riegshoogtendijk
17290020;kkvrie;Kerkenveld, Riegshoogtendijk
17290030;kkvgww;Kerkenveld, Gedempte Wijde Wijk
